log P,G parameter
0.8233900000000001,29.46044883017667
1.95342,29.26149928378164
1.0360999999999998,30.2244150883336
0.98479,34.45010345376412
1.8987,31.664809804233645
2.22982,31.55339805825244
3.1073200000000014,29.41270093904186
2.06629,34.92758236511221
1.78519,33.40760783065414
1.44121,29.02275982810759
2.4279400000000004,29.635524431004296
1.1093,34.36256565335031
2.4861000000000004,31.45790227598281
1.04419,29.93792774152475
1.76162,33.85325481457902
1.29649,30.97246538277893
2.04059,30.45519656215184
2.418000000000001,35.365271367181286
2.30239,32.23778449785135
1.55123,31.02021327391374
0.70628,19.672131147540984
0.2568000000000001,19.05936654464428
1.1539,18.693299379277416
0.7386999999999999,19.36972783702053
1.21142,19.218526181760307
3.1041000000000016,19.146904345058093
1.5162999999999998,19.29810600031832
1.8809,19.70396307496419
1.8874,19.019576635365272
1.3263999999999998,19.40155976444374
1.69287,19.00366067165367
2.3253999999999992,19.60050931083877
1.7457699999999998,18.5818876332962
2.5153,19.36972783702053
2.08297,19.807416839089605
1.3241999999999998,18.963870762374665
1.4235,17.650803756167434
1.7833,19.09119847206748
1.1807,18.892248925672448
1.29197,18.621677542575203
3.8595000000000015,21.61387872035652
4.219220000000004,23.778449785134487
4.592200000000004,24.86073531752348
3.6030700000000015,27.10488620085946
3.331220000000001,25.51328982969919
3.9898200000000026,24.92439917236989
3.2901900000000017,25.6087856119688
4.009530000000003,27.677860894477167
3.980240000000002,23.213433073372595
3.372300000000002,27.3197517109661
3.3670000000000027,24.733407607830653
4.103300000000002,23.01448352697756
3.3339200000000018,22.481298742638867
4.249900000000004,25.354130192583167
3.5375000000000014,24.741365589686456
3.430200000000001,25.306382301448355
4.042870000000002,21.351265319115072
4.811900000000004,23.58745822059525
3.7180000000000017,27.367499602100903
3.693800000000002,25.41779404742957
-0.7038,23.102021327391377
-0.0280800000000002,23.92965144039472
-0.8354099999999989,26.50007957981856
-0.3590000000000001,26.396625815693145
-0.8089300000000001,20.555467133534936
-1.7395099999999994,26.45233168868375
-0.9331999999999998,24.996021009072106
0.1498999999999997,20.563425115390736
-0.6428,24.621995861849435
-0.8423000000000005,20.3485596052841
-0.0706000000000003,25.624701575680408
-0.1383800000000001,21.74916441190514
-0.3493000000000001,21.88445010345377
0.1321,20.9294922807576
0.0414899999999998,28.847684227279963
-0.3564000000000002,26.436415724972147
0.1023999999999996,24.797071462677067
-0.3087000000000001,22.62454241604329
-0.0774,22.72003819831291
0.0371,20.714626770650963
2.1082,24.621995861849435
1.9427,24.494668152156617
1.82068,23.738659875855483
1.9252,24.35142447875219
2.1657900000000003,24.820945408244462
2.11222,24.900525226802483
1.93822,23.76253382142289
1.9764,24.70953366226325
1.8027,23.98535731338532
1.8324,23.858029603692504
1.9811,24.240012732770968
2.12099,24.92439917236989
1.965,24.05697915008753
2.1536,23.69886996657648
1.8937,24.26388667833837
1.93822,23.722743912143883
1.99462,24.12860098678975
2.1181,24.240012732770968
2.12129,24.11268502307815
1.93822,23.778449785134487
1.4543,24.009231258952727
1.6737,24.4071303517428
1.5152,23.889861531115702
1.62399,24.144516950501355
1.47107,23.913735476683115
1.6956,24.025147222664334
1.621,23.88190354925991
1.6312,23.794365748846094
1.5894,23.722743912143883
1.7234,23.8500716218367
1.6298,23.89781951297151
1.6977,24.52650007957982
1.5606,24.144516950501355
1.7727,24.82890339010027
1.45602,24.26388667833837
1.464,24.574247970714627
1.4164,23.810281712557696
1.7603,24.367340442463792
1.5983999999999998,24.86869329937928
1.5200899999999995,24.972147063504696
1.67033,23.61133216616265
1.7110999999999998,22.847365908005727
1.7547,22.926945726563744
1.5790899999999997,22.409676905936653
1.6271,22.78370205315932
1.7165,22.600668470475885
1.5458,23.667038039153272
1.5349999999999997,23.356676746777016
1.5637,23.2532229826516
1.5655899999999998,23.340760783065413
1.6859000000000002,23.078147381823968
1.4593,23.36463472863282
1.4873,23.08610536367977
1.6196000000000002,23.61929014801846
1.65119,23.08610536367977
1.3924,22.926945726563744
1.7594,23.102021327391377
1.4014999999999995,23.12589527295877
1.68362,22.863281871717337
2.1232,23.18955912780519
2.17974,22.759828107591915
2.09572,22.73595416202451
2.1373,23.61929014801846
2.1598,23.412382619767627
1.9945,22.61658443418749
1.98996,23.65908005729748
2.03557,22.871239853573133
1.8102,22.62454241604329
1.90853,23.33280280120961
1.99794,22.6802482890339
1.8761,23.102021327391377
1.8337,23.01448352697756
1.7921,23.30892885564221
1.7948,22.96673563584275
2.1548800000000004,22.648416361610696
2.0500000000000003,22.926945726563744
2.1254,23.571542256883653
1.9853,22.759828107591915
1.9853,22.409676905936653
