log P,G parameter
1.494,43.48241286009868
2.925720000000001,37.64125417794048
1.2439000000000002,41.74757281553398
1.09404,37.65717014165208
2.6006,35.41301925831609
3.403600000000002,34.2431959255133
1.7938999999999998,37.474136558968645
3.560500000000001,37.94365748846093
2.0748,42.65478274709534
0.8417399999999999,35.93824606079899
3.551140000000002,43.80073213433073
3.6739200000000025,37.52984243195925
1.5177999999999998,44.09517746299538
3.611900000000001,46.84068120324686
1.50517,35.317523476046475
-0.7783000000000009,37.99140537959573
1.09304,42.94922807575999
1.7033,44.11109342670699
2.1179,40.092312589527296
2.805470000000001,40.20372433550852
5.003300000000001,43.601782587935695
4.383000000000002,41.95448034378482
2.8150000000000013,37.1637752665924
0.8047799999999999,41.66799299697597
1.4652,59.2312589527296
3.777560000000003,50.787840203724336
2.840390000000001,46.94413496737228
3.191300000000002,44.278211045678816
2.8150000000000013,38.26993474454879
3.9547000000000025,41.81123667038039
2.8747000000000016,45.53557217889544
0.0098,38.83495145631069
1.0778,39.91723698869967
2.8150000000000013,36.781792137513925
0.3694,31.09979309247175
2.3511000000000006,35.79500238739456
2.9183000000000003,52.95241126850231
0.2203999999999999,42.63090880152793
-1.0897999999999997,41.047270412223455
1.7551599999999998,51.88604169982493
1.7320399999999998,37.15581728473659
-1.051099999999998,42.55132898296993
-0.157099999999999,37.64921215979628
0.4080999999999997,40.633455355721786
1.3886999999999996,39.67849753302563
1.58532,38.06302721629795
-1.056,37.7924558332007
-1.6411999999999969,41.2780518860417
0.4446999999999999,40.37084195448035
-0.2695000000000001,35.20611173006525
1.6302,38.14260703485596
0.0874999999999999,44.1827152634092
2.4846400000000006,38.22218685341397
0.707,39.49546395034219
-0.3394999999999989,40.47429571860576
0.8657999999999999,36.885245901639344
1.0142,41.56453923285056
0.6437999999999997,38.44501034537642
-0.4135999999999988,39.66258156931402
0.8275999999999997,49.05300015915964
3.708920000000002,38.50867420022283
0.3801000000000001,36.69425433710011
2.8297000000000008,35.086742002228235
2.1033,36.6385484641095
1.4132,33.996498487983445
1.7285,34.171574088811084
0.2837000000000002,36.6385484641095
3.110900000000001,34.672926945726566
1.25419,48.2412860098679
3.424720000000001,36.17698551647303
1.9343,39.98090084354608
1.55122,34.12382619767627
1.1637,34.816170619130986
2.3741000000000003,34.58538914531275
3.400500000000002,36.00190991564539
2.04904,35.91437211523158
2.3484,34.736590800572976
1.6565999999999996,33.789590959732614
3.2630000000000017,37.52188445010346
3.4338000000000024,36.22473340760783
1.7745,41.51679134171574
2.26657,40.21168231736432
2.743900000000001,45.88572338055069
1.50517,37.84816170619131
3.618960000000002,39.09756485755213
1.4624,39.376094222505166
2.1754999999999995,37.283144994429406
0.9257,38.02323730701895
2.3147,41.38150565016712
2.597600000000001,42.24892567244947
2.7272000000000007,39.71828744230464
1.2067,37.39455674041064
2.5074,38.50867420022283
2.8299000000000003,39.39201018621677
1.5081999999999998,38.540506127646026
1.0053,38.67579181919465
1.8961,37.601464268661466
2.03046,42.77415247493236
1.4059,38.32564061753939
2.1635,40.553875537163776
1.60002,29.95384370523635
-0.597429999999999,37.68104408721948
2.3882000000000003,42.07385007162184
1.4716999999999991,34.354607671494506
0.8986000000000001,40.18780837179691
2.901600000000001,38.17443896227916
1.15612,42.34442145471908
1.46868,37.8242877606239
3.073400000000001,34.34664968963871
3.5288000000000013,38.874741365589685
2.3294,51.32898296991882
2.66584,46.12446283622474
2.2734200000000007,38.67579181919465
2.7908000000000017,38.19831290784657
2.6325000000000003,34.481935381187334
2.743900000000001,45.9573452172529
1.33397,41.03931243036766
2.4955,36.614674518542095
-0.3182999999999995,38.4052204360974
1.46868,38.46888429094381
2.870400000000001,39.32834633137036
2.03422,38.32564061753939
0.8762000000000002,36.56692662740729
2.7887000000000013,42.90148018462518
2.3198,43.0765557854528
2.2646000000000006,37.37864077669902
2.70772,38.60416998249245
0.12488,43.03676587617381
-0.8905999999999992,38.14260703485596
2.1973000000000003,43.27550533184784
2.2624000000000004,40.40267388190355
1.20559,39.08164889384052
2.393590000000001,38.747413655896864
1.5925200000000004,40.37084195448035
3.256100000000001,38.24606079898138
1.4815999999999996,42.60703485596053
2.44168,38.06302721629795
0.9973,34.18749005252268
1.7164000000000004,39.04185898456152
2.2428,42.68661467451854
4.547000000000003,39.20101862167754
1.8965000000000003,36.66242240967691
2.2202,35.00716218367022
1.9493,39.57504376890021
1.6297700000000002,34.75250676428458
1.7094,36.56692662740729
-0.8053000000000006,36.41572497214706
2.0614,39.002069075282506
3.298300000000001,38.19831290784657
1.5890699999999998,38.3654305268184
2.5289,36.85341397421614
1.6414,36.98074168390896
2.1754999999999995,37.227439121438806
1.93457,34.99124621995862
2.467270000000001,35.00716218367022
1.2337000000000002,39.5193378959096
1.31957,35.04695209294923
2.0724,41.03931243036766
3.092240000000001,41.874900525226806
1.2604000000000002,37.39455674041064
