log P,Exact cone angle ($^\circ$)
1.0620999999999998,193.3694318917624
3.576200000000001,224.30763084380732
-1.0961999999999998,168.57554965116955
2.760440000000001,180.45543466461754
2.691600000000001,235.54249812672853
2.729,211.51430780642826
3.399840000000002,221.90831664685732
7.144200000000008,234.0379524205584
4.630900000000003,265.62507553986364
2.600600000000001,202.07631719779
2.1436,180.43163305950208
3.027000000000002,184.4015855974533
0.9823999999999997,235.12626091060386
5.091800000000005,222.02158413776314
0.851,163.06678824413638
4.869100000000003,192.95623591626372
4.049800000000003,202.2499185696583
2.9827000000000012,204.41063283883028
1.9591999999999998,185.80978295608918
6.749200000000005,204.32239071985992
1.9403,208.81633722260287
5.574000000000005,223.29851001228508
2.756780000000001,294.76597807812794
2.4340600000000006,198.39207379908547
0.2792,181.3704455585094
2.3006,208.78760042300541
0.9934199999999997,186.68234948092174
5.642300000000004,213.52504365720287
5.984640000000004,289.1834668025674
-1.2311999999999987,187.45440188574602
4.364980000000001,187.73881400101791
2.846700000000001,203.66659376295559
2.4970000000000008,193.65451219724898
1.7440699999999998,185.26807846129992
1.5504399999999998,242.58977395013318
5.209700000000003,193.6835108067267
3.9071000000000033,216.51317042352107
7.679100000000008,241.052643398963
2.9343000000000004,226.50076965131615
8.538880000000004,232.09028686883983
4.056500000000003,205.76870592495115
2.8135000000000003,194.54800916620698
3.783380000000003,294.6439901227486
3.083000000000002,277.141143884343
2.5342900000000004,197.89631866807304
2.7830000000000004,178.92024687133537
7.807000000000009,185.73600694108188
2.1996,196.89916710339492
2.1608,178.41791725186374
2.7072900000000013,191.48829300562264
5.805280000000005,205.71299669079238
1.8617999999999995,234.72409973443496
2.5336999999999996,220.17840290553082
6.856840000000004,198.41037575913953
3.138700000000001,195.206671372165
5.583800000000006,221.68104815602655
3.237580000000002,213.55312726154494
7.727000000000009,214.30086552916947
-1.0101999999999995,178.44740005943544
5.305100000000005,199.44692478962148
5.335900000000006,231.59588237520504
9.845399999999996,249.92571440068915
2.4694000000000003,164.46149757251175
7.168140000000008,228.00842425774835
4.773200000000002,184.8310657273052
3.2418000000000022,258.30406104865267
1.34521,185.169322180976
0.10959999999999992,185.06036345245224
5.173400000000005,283.07271069886093
8.239400000000007,285.96430759045325
5.904600000000004,209.75525104138993
4.2462000000000035,211.24138539121265
-0.23259999999999992,187.21463553619608
2.18304,225.71521462187255
0.8074000000000006,259.26881363787425
6.673800000000007,212.6162236124258
7.228700000000006,202.51891912503703
0.034399999999999764,194.09713345741613
-0.8208,160.0850622555757
5.0122000000000035,210.634801578921
3.611200000000003,254.7432673560654
-0.7543999999999975,275.1417466284139
5.864840000000006,208.42187406487162
0.5922999999999999,190.03796406951375
4.771600000000004,209.42230521437872
3.8800000000000034,189.9030416004524
4.738600000000005,196.87396616212115
5.802500000000007,201.1648483457501
2.1311999999999998,264.27476961111745
0.5853999999999999,182.47225472632104
1.3389199999999999,249.01856161768302
0.8135699999999999,232.52419726958271
4.3080000000000025,203.76049306040326
3.261700000000001,239.3526916596445
3.6686000000000014,205.95580743381177
5.203000000000004,199.59355527983007
-1.0137999999999996,192.00970090460322
2.889400000000001,248.63190530908685
0.5737999999999998,190.06064351290493
3.1133000000000015,199.5279923786764
4.089800000000001,195.6363930315244
2.3125999999999998,168.15648836014233
3.2341000000000024,231.57577033117977
2.47119,210.9337159276026
5.334400000000001,188.405722644679
2.7142800000000014,221.78901282105238
2.0994999999999995,220.2796952281078
6.518800000000007,231.84648684792376
5.640700000000004,222.76195422454748
7.205640000000009,214.2982123967308
5.575780000000006,237.33581827935274
5.483300000000005,216.26575484947372
3.4970000000000017,215.2240753491608
4.293820000000004,207.8847191587496
6.204200000000005,195.84599156957833
3.956000000000003,263.0019138145954
5.262380000000006,297.8213595563147
7.945520000000007,197.71552795783504
3.272800000000002,191.82655358493784
0.8102,182.73228832779452
2.7262000000000004,182.50816222863884
2.839800000000001,172.59089444862084
5.252200000000004,199.87784815485531
6.799100000000007,203.18428871590615
6.603000000000007,222.14652952954847
2.2990000000000004,207.1916472369495
1.88804,203.83639545212873
1.89959,199.75368246107084
0.29724000000000006,191.91991299993705
1.8823999999999999,192.2539123854848
0.44119999999999976,171.91170309521937
5.723400000000006,199.43117109904833
4.792000000000004,250.88975489077689
2.9204000000000008,185.5400371342048
4.522600000000002,220.72898075170892
1.4537,195.26333087270405
2.8408000000000007,210.86146573057232
1.4452,201.51074209927813
-0.3159999999999996,200.77954235172018
4.259500000000003,203.47208549777412
2.3506,178.56466527482254
3.3725000000000023,203.544028080932
1.6667,184.05767848221655
3.0664000000000016,195.0700076977141
2.760440000000001,178.06381375349386
3.461100000000002,205.355978392188
3.9082900000000027,213.7126281978735
0.7363999999999995,199.7596508332306
1.7913,188.4429034079067
2.9567000000000014,191.66975508042628
5.042600000000005,217.74671805673717
5.426600000000005,224.68040873824657
7.389900000000007,211.57779707575344
3.2246000000000015,251.76019840959074
0.8205999999999999,180.08883845118285
3.9963000000000024,182.6504417039109
1.5342,220.96238191379206
3.641400000000001,201.930241431159
0.32900000000000085,253.5684780171495
4.387800000000002,180.69777194103088
