log P,Exact cone angle
3.705180000000003,290.13767446152684
6.824400000000008,246.67518687853283
2.981200000000001,257.0067011643171
6.452800000000007,267.0659242150033
5.943200000000005,260.5447119819463
2.589600000000001,261.5682238663973
2.07832,245.0156361628377
2.1766000000000005,250.0018354242065
5.440600000000006,253.14486674068047
5.412000000000005,248.89241331099376
3.448000000000002,257.48165287741006
3.8172000000000033,288.1194089375269
3.9059000000000026,248.25880246551125
3.2410000000000005,270.5572480739526
5.262200000000004,264.6474074296102
3.1056000000000017,305.63161413185526
2.4813800000000006,298.50862014004736
2.5660000000000007,245.30137868446607
6.797580000000009,264.260364998548
6.556180000000005,293.4513486957133
5.634990000000005,185.00239152221536
3.107020000000002,182.22550970915805
6.597400000000008,185.78670833853343
2.24664,185.41458635526857
3.2573000000000016,185.43935424626235
4.284600000000004,170.64706860614834
3.104700000000002,158.77805912718404
2.913800000000001,183.86953869338257
1.1036,130.4421745697192
3.6949000000000014,176.73649887053318
2.9677000000000016,169.8933572438291
2.747700000000001,186.5498314926657
1.18552,177.53879913105672
2.1566,179.81622206586465
2.2376,183.03504452523097
4.165600000000003,186.0731541179182
1.2842,176.21101298484163
2.7521000000000013,172.4131446918304
3.135400000000001,156.51720108200146
3.9963000000000015,182.6504417039109
7.3628400000000065,244.4804776138461
9.0576,237.5097343922171
9.1764,220.5963013675268
6.993500000000009,218.2282462740332
11.043799999999989,195.1815760322566
7.951300000000007,212.4793690354616
9.2992,235.3217126602377
9.421179999999998,204.3818510988192
7.058600000000007,225.51097979113908
7.289800000000008,233.70568686026616
9.011840000000005,236.26796305152303
7.151200000000009,210.8443202821436
7.988600000000008,197.40584270537423
9.2744,226.54611393995185
7.168140000000008,228.0084242577484
7.126180000000007,214.78042240393208
7.169400000000008,207.4366003213408
8.362400000000004,221.6415171714927
7.71220000000001,213.8665780827836
7.577600000000008,231.91421361046653
0.4996999999999998,228.6839045202345
0.6529900000000002,207.2817238193965
-0.1883,195.8402095087382
0.63009,206.31164762644872
0.9417,211.1257867491021
0.528,215.62047863100184
0.5995999999999995,197.7157540111833
-0.6821199999999998,210.2005477512544
-0.5748,194.678040348296
0.1634999999999997,232.42299629677547
0.4303000000000061,236.71627666048505
-1.0853799999999985,192.99750126761427
-0.0175999999999965,227.85484072204588
0.6352,233.11826317156323
-0.4053299999999999,189.238797314755
0.2115999999999995,237.27050772713784
0.2958,188.5069888824684
-1.4609999999999987,201.32616205464788
0.8881999999999999,234.28170387521777
0.6387999999999996,221.47737370312024
4.157900000000003,217.2327175309649
4.106900000000003,215.567521533741
4.236190000000002,216.17395747300404
4.420190000000003,216.8070909882909
3.8984000000000014,210.8473370434086
4.041350000000003,211.56439138223573
3.7639900000000015,212.587367081814
3.927900000000003,214.89443586755604
4.399400000000004,212.78829425264937
4.454200000000004,210.4350500980979
4.381200000000003,214.6307789959148
3.908290000000002,213.7126281978735
4.393800000000003,215.42090184723045
3.9319000000000033,211.8478153357827
4.200700000000003,216.2365293660735
3.7885000000000018,215.3221906319272
4.097300000000002,214.48587062307263
4.061880000000003,212.2046290572165
4.273700000000003,216.8898655730549
4.061200000000001,214.34432253237225
3.442200000000001,212.49066362892185
2.849280000000001,212.599620717816
3.598200000000002,215.40710058197533
3.539000000000001,213.150782262635
3.071000000000001,215.2501782587324
3.2651200000000022,218.0164336355253
2.898200000000001,211.78015023046035
3.4716000000000022,212.371138533261
3.218500000000001,215.74332034888027
3.0682300000000016,212.87301173093653
3.0157000000000007,215.38127238760887
3.230800000000002,218.0634629381148
2.8408000000000007,210.86146573057232
3.626900000000002,210.68450179250905
2.889000000000001,211.1910844817029
3.228780000000002,213.12378849980672
2.8425,213.17434740602403
3.5737000000000023,211.14317762159715
3.423890000000002,215.79359430109503
3.2402000000000024,211.2802832306323
3.449040000000002,202.8394024989324
2.9099900000000014,202.1990314215605
3.4306800000000024,209.23525973322845
3.571100000000002,204.6289351513689
3.4514000000000022,208.3477370372303
2.873740000000001,209.4138141137706
2.857100000000001,204.1760632202095
3.296800000000002,205.85450083357
3.450400000000001,208.2260724512632
3.4902000000000024,204.89925816946663
2.833400000000001,203.9369709031025
3.216130000000001,206.788954613166
3.567200000000001,207.24766095716183
2.988500000000001,207.1597776498716
3.2647000000000013,203.4695741443249
3.426300000000002,206.43332062583744
3.4792000000000023,202.17542437749788
3.240000000000002,203.8194966639591
3.516200000000002,204.03475692419465
2.910000000000001,207.0047688900479
3.8951800000000025,203.53557007153253
3.8294000000000015,202.1585002171659
4.166190000000004,209.55351260308456
4.448980000000004,205.44496425647657
3.872600000000002,210.16455216841743
3.888300000000004,209.453911248252
4.403400000000003,207.59313446961605
3.9940000000000015,204.5425636841662
4.181200000000001,203.8149390616072
4.289300000000003,209.95342400519704
4.083000000000004,209.3649312412512
3.753800000000002,207.8385873151985
4.446880000000004,209.3394851040124
3.987200000000003,207.5749542837751
4.259500000000003,203.4720854977741
3.963120000000002,202.48871506356588
3.6823200000000025,208.54825470667268
3.6968000000000014,204.6443254098248
4.054200000000003,207.56460242840063
4.054200000000003,207.7297112399518
