log P,Exact cone angle ($^\circ$)
4.597990000000003,179.7055477926442
4.715000000000005,142.5026614648778
1.688,172.08659251777706
1.3577,114.23770814948988
1.1336,133.48311200716833
3.4448000000000016,165.0002411482817
3.0787900000000015,204.41494388410788
2.6968000000000005,138.95353619455847
0.40969999999999995,118.94211548316895
2.0534,127.44191944777461
8.497340000000005,168.48700232992852
1.0975,200.47926544602532
4.860010000000004,213.07494139189853
1.0265399999999998,141.5325859328356
7.143400000000007,220.20519608512032
5.250110000000006,220.91485777102503
2.34898,101.67712105280091
0.3534999999999999,124.34450038170309
1.4990999999999999,99.1952670204603
1.1112900000000001,164.44705843071225
-0.005299999999999971,120.3237295457535
0.851,131.48628809196637
2.5280000000000005,155.5359003232609
2.2348,153.80797918423372
2.0331900000000003,140.9809488038609
2.836400000000001,141.8601093189692
5.495800000000005,194.25090129305968
1.39002,126.47078567663074
1.0816,110.22744359556233
1.3906,147.3220346621701
-0.15151000000000003,147.11798915926306
7.974290000000007,228.41050612944608
2.15219,176.18022652176433
4.099190000000004,139.51523326601145
1.57722,120.00419139371593
1.6297999999999997,168.00692600284654
5.265080000000004,179.7379224304967
5.876400000000005,190.3397895272938
4.370060000000003,206.96936695080393
3.693500000000003,171.06071581076662
2.1901400000000004,138.14589391008528
6.2482100000000065,199.75599324941064
4.863800000000005,184.16062922710677
0.1805,174.96182603083062
4.482200000000003,144.22030722601676
0.7968000000000001,113.8604754962963
2.05889,155.2002528721683
1.5186899999999999,157.04849087976152
0.4200999999999999,105.88409978830475
5.519490000000005,213.60529576717943
2.687800000000001,113.89457664005973
4.285500000000002,141.36057096544596
1.88829,176.58037994323553
3.5222000000000024,221.23826059689605
1.97889,155.06757790934503
1.644,125.70062622265216
0.8981000000000001,155.1320469765092
7.3124900000000075,218.85881685651907
6.900290000000006,181.40684435431274
2.5952200000000003,146.47292527470245
1.03372,165.49966633113513
2.2538400000000003,182.74594604101614
1.83489,133.1076319034706
0.6132900000000001,166.20964877611806
6.466400000000006,177.3173094138445
4.6125000000000025,217.21477288111672
1.3208000000000002,127.20536396442706
2.1197,156.45629837407137
-0.8939099999999993,162.79419554164735
1.3416000000000001,144.9416953062101
0.1600999999999999,112.56547903286918
6.057800000000006,226.35317023666144
5.9688000000000025,139.70591857685628
0.3228,135.89741272589097
1.5629,139.12895438685618
4.370060000000003,162.92309162737536
0.6638000000000001,153.7093809605652
3.6983000000000024,155.96982311494654
-1.4394,180.20518831937727
3.3260000000000014,131.53957063558116
0.7850199999999999,124.38102414509808
0.33109,165.70437958131637
2.3451000000000004,234.99950114784585
2.684490000000001,182.41925826315492
1.11129,176.5229621359562
0.4765999999999999,107.23190419661216
1.52029,111.40644392819952
1.1476,123.9130279990428
1.1878,125.45891907784011
4.875000000000004,153.75660497945228
0.48009999999999997,197.28732184014183
8.199490000000008,236.48143176165163
0.09201999999999994,142.89776052114965
0.09201999999999994,142.72408829018212
-0.16591000000000045,168.51459372929875
2.5348900000000008,139.32865384988816
5.268800000000005,158.06633324222338
2.7657000000000007,153.82524590723588
1.7063000000000001,131.52425452095207
5.640210000000006,225.04812357813398
-2.0309,132.90144988581332
1.13249,153.7824239839442
3.6183900000000024,225.0493369952168
4.2177900000000035,186.1176994609824
0.7452000000000001,110.80258503298009
4.046100000000004,166.66666474173007
3.333700000000002,160.87674414903233
2.424360000000001,116.40392942745834
2.9319000000000015,147.03233314547128
-0.18490000000000006,120.36739196934593
1.86062,156.06205335375938
3.8378000000000023,146.4654981178185
1.8667,100.22372562403196
3.631350000000003,184.19176205270963
4.423700000000003,181.7044686489687
5.209700000000004,149.4354206684904
5.765700000000006,173.45363611095055
-0.005299999999999971,117.82754845688264
0.36819999999999986,128.36480697947684
2.7830000000000004,173.42469614254685
0.9721,145.27868588471705
4.330300000000003,164.18813620217992
4.054500000000002,130.99452521343028
5.009090000000005,219.69923426715883
4.714370000000004,183.33892792060755
0.43500000000000005,139.08696636317592
8.342200000000005,181.95660168051285
2.3791,123.46355477532131
0.40969999999999995,108.84549658253167
3.5588000000000024,194.4161551703501
2.45409,187.79930626224527
2.1941999999999995,109.07269352658794
3.4970000000000017,181.03609642026862
2.9532000000000016,179.70024006347498
4.858550000000004,200.6616985966382
5.164120000000004,185.00653903088474
-0.2956000000000001,105.3801096183501
0.2153999999999998,146.05444468883428
1.4009099999999999,161.20240085639625
3.117320000000001,177.63774374854071
2.9061700000000013,172.07911416019098
1.08839,124.9687184259936
3.123680000000001,130.92793179388627
9.1367,128.33876238013616
2.5227000000000004,115.17089765145558
-0.6479000000000001,165.52976426831395
6.911390000000006,217.65167270114412
1.8422999999999998,239.78320286322503
1.68427,104.97585846416732
1.9165999999999999,144.03114938948906
1.5133999999999999,114.49712926665777
2.16169,166.03877410221156
2.20934,194.60777524719038
0.8251000000000001,132.02904424624845
3.0596000000000014,97.73589957142191
2.3490900000000003,177.87379044669768
1.69844,180.98919491702645
2.6523000000000003,148.8476706249089
1.0853899999999999,176.0833382785359
1.1453,106.29500959460005
10.820299999999987,165.87858519130575
1.46659,191.15581695315487
1.7961,192.91239943644445
4.527400000000004,174.25965748793666
9.107289999999999,208.60377034844146
4.237300000000002,165.31994887690732
5.193510000000005,200.86649769172655
0.9279300000000001,172.52116075835787
2.5464,132.99218018007895
1.817,179.66264030061717
2.6807000000000007,157.803974649367
2.2028,143.5246774545652
2.3159,134.61416726978345
4.660600000000001,221.6480524094675
1.7246,129.04967664438482
2.997300000000001,183.55434267171935
0.6157999999999999,186.38841244412302
0.8144899999999997,172.62209706907055
9.874189999999995,258.23578920702687
3.1159000000000017,158.40004589832355
0.62997,125.06906109761074
0.5738999999999999,125.80334568943073
3.7141600000000023,157.932284598066
0.28200000000000003,117.36211712087378
2.2518000000000002,116.16642151293176
4.865090000000005,179.4401787916089
1.1524999999999999,147.4987249925459
6.474500000000004,186.2110344210642
5.056900000000003,210.33093964452036
9.880999999999995,204.4738147769291
0.7181199999999999,134.70618135139517
2.3228,144.67868563455707
2.7830000000000013,153.38809454518824
3.2628000000000013,136.33194459176
7.503090000000007,238.84000895547916
0.7599,117.80720653439745
3.2913000000000014,163.48311239672552
0.3945000000000001,129.47063322913425
1.9806000000000001,178.9682869343173
7.403390000000007,233.27027835329798
6.665200000000006,159.5361179608894
12.078599999999982,170.71482375603608
1.814,117.95417638208652
0.3200000000000002,109.60651106371168
8.039490000000008,231.91648181984021
2.9392200000000015,165.56151582886594
0.9029999999999999,119.97592550329689
3.7368900000000034,180.180258029422
6.889600000000006,176.54478124490768
6.240000000000003,174.23748870164565
-1.3067000000000002,141.84001525301503
2.749100000000001,148.38194697467213
1.3198,140.88784459604886
1.09344,135.15317882349694
2.2959900000000006,185.57910680845433
0.72119,165.3255564318267
3.4448,113.33524813944437
1.2405,114.37990625605865
5.894900000000005,164.91136868323193
-0.19369999999999998,134.64953404041162
3.471890000000002,178.8924231253587
1.2389,85.82374311339957
3.4883000000000024,142.53939642206464
