log P,Ligand coordination bulkiness (Å$^3$)
2.944400000000001,18.63736018734469
2.623400000000001,20.476138556281
2.5466000000000006,18.88693668532628
2.8462200000000006,18.762148436335483
2.43332,18.63736018734469
3.053600000000001,18.63736018734469
2.6782000000000004,20.0117860293392
2.5031000000000008,18.63736018734469
2.01528,18.63736018734469
2.15762,19.716832367069166
1.6569999999999998,20.136574278329995
1.2093200000000002,18.762148436335483
1.7504399999999998,19.20786922444639
3.392800000000002,18.63736018734469
3.1491000000000016,20.35135030729021
1.7217999999999998,19.67222175138819
3.090800000000001,18.762148436335483
1.06574,19.33265747343718
2.1061999999999994,18.63736018734469
2.7909000000000006,18.63736018734469
2.934700000000001,3.677556737872621
3.1234200000000003,5.890699853781306
2.416,5.890699853781306
3.1594000000000007,5.765911604790515
0.8511000000000004,4.42628623181737
0.5925199999999995,5.80071207381188
2.467270000000001,6.015488102772097
2.5104999999999995,4.051921484844995
2.5920000000000005,3.677556737872621
2.956100000000001,6.015488102772097
0.9143,4.301497982826578
3.0662000000000003,4.301497982826578
3.4651200000000024,3.677556737872621
2.8644000000000016,4.42628623181737
0.4960000000000002,4.551074480808161
2.5158000000000005,3.677556737872621
0.2165999999999992,4.42628623181737
1.02177,6.015488102772097
1.26647,6.015488102772097
0.3806999999999997,4.551074480808161
3.5874000000000024,18.63736018734469
3.871540000000002,13.245813329526548
3.7022200000000014,15.08459169846286
3.624500000000002,14.710226951490483
3.6433700000000018,11.146936221614231
4.294970000000003,7.729478222717616
3.663700000000003,18.63736018734469
4.119020000000004,18.63736018734469
4.896500000000002,8.38042459812183
3.568620000000002,6.015488102772097
4.119020000000004,18.63736018734469
4.020400000000001,7.729478222717616
3.6823200000000025,13.245813329526548
3.5631200000000014,13.245813329526548
4.397220000000003,18.63736018734469
3.777560000000003,8.10384296968999
5.384000000000003,7.355113475745242
3.951800000000003,18.63736018734469
3.6686000000000014,18.63736018734469
3.839000000000002,8.353419467671573
-0.2816000000000002,7.469325029468949
0.0976800000000001,8.5495637578009
-0.9129999999999998,11.53182320958103
-0.1280000000000005,13.620178076498922
-0.950599999999999,15.458956445435232
-0.8754000000000004,15.60972357127611
-0.1275299999999996,12.030976205544194
-0.597429999999999,6.015488102772097
0.0400999999999996,11.65661145857182
-1.6872999999999971,9.852633558656876
-0.04931,14.28067489357005
-0.2502600000000003,11.282246711599448
0.1194700000000001,16.95817053642054
0.0982400000000002,11.282246711599448
-1.6041999999999974,10.441774334589466
0.1603000000000001,6.140276351762889
-0.5211099999999997,9.0139162847427
-1.2279000000000002,11.932166833403487
0.0893999999999999,12.611295389305509
-0.7656100000000008,15.440324706604342
2.233,13.49538982750813
2.1378000000000004,13.620178076498922
2.1205,14.620239171521058
2.0412,14.28067489357005
2.0261,14.24411932145288
2.2158,14.620239171521058
2.1205,14.620239171521058
2.45397,14.620239171521058
2.08594,14.28067489357005
2.0541,13.620178076498922
2.293,13.37060157851734
2.2158,14.620239171521058
2.11547,14.450073758241818
2.0919000000000003,13.49538982750813
2.0572,14.24411932145288
2.0972,14.574916461505271
2.077,13.620178076498922
2.3083,13.49538982750813
2.1754999999999995,13.49538982750813
2.02507,14.28067489357005
1.8251,13.620178076498922
1.6002999999999998,13.155825549557122
1.5961999999999998,13.620178076498922
1.6681699999999997,14.40546314256084
1.7854,13.620178076498922
1.5882,13.620178076498922
1.7075999999999998,14.835015200481276
1.7477,13.620178076498922
1.7578999999999998,14.2352977292816
1.93202,13.985721231300015
1.91079,14.779827889533214
1.8062,13.994542823471296
1.9315,13.155825549557122
1.8965,13.280613798547911
1.86659,13.726334586658822
1.7913,13.155825549557122
1.7476999999999998,13.620178076498922
1.8250999999999995,13.77976679451108
1.7164000000000004,13.37060157851734
1.81837,14.28067489357005
1.7381,11.65661145857182
1.9226,11.407034960590238
1.9588,11.53182320958103
1.9140000000000008,11.407034960590238
1.8241,12.654917450498152
1.6548,11.53182320958103
1.7416000000000005,11.53182320958103
1.97632,11.407034960590238
1.9137200000000003,11.407034960590238
1.8959,12.44189652463374
1.7094,11.407034960590238
1.854,12.860871887287088
1.6096999999999992,12.155764454534983
1.9482,11.53182320958103
1.8839,12.736083638296298
1.9398,11.407034960590238
1.7353999999999998,12.941049520596904
1.8965000000000003,12.90624905157554
1.8584,11.53182320958103
2.3022600000000004,12.8422401484562
2.1211,11.53182320958103
2.0169,11.976777449084462
2.2646000000000006,11.53182320958103
2.1792,12.56668477362453
2.0723000000000003,12.90624905157554
2.428419999999999,11.53182320958103
2.1972,12.030976205544194
2.4518699999999995,12.271731111354496
2.03387,12.781460802584748
2.23267,11.906187956553405
2.3125,11.65661145857182
2.05249,12.44189652463374
2.4457000000000004,11.53182320958103
2.2428,11.407034960590238
2.209,12.736083638296298
2.3347000000000007,12.816261271606113
2.1393,13.155825549557122
2.11297,12.155764454534983
2.231,11.906187956553405
